Time,PhysicsState,GateActivated,GateOpenProgress,PinBRemoved,PinCRemoved,PipX,PipY,PipVy,MochiX,MochiY,MochiVy,BlobboX,BlobboY,BlobboVy,CreaturesInGoal,ActiveColliderUnderChamber
3.040,RUNNING,true,1.000,true,true,241.6,822.2,341.6,291.0,794.6,96.8,339.1,773.7,73.6,0,NONE
3.056,RUNNING,true,1.000,true,true,239.6,827.9,366.4,287.8,796.3,121.6,336.6,774.9,76.9,0,NONE
3.072,RUNNING,true,1.000,true,true,237.6,834.0,391.2,284.7,798.5,146.4,334.0,776.1,80.1,0,NONE
3.088,RUNNING,true,1.000,true,true,238.5,838.2,204.3,281.6,801.1,171.2,331.3,777.4,83.3,0,NONE
3.104,RUNNING,true,1.000,true,true,240.9,841.7,229.1,278.4,804.0,196.0,328.5,778.8,86.6,0,NONE
3.120,RUNNING,true,1.000,true,true,242.1,846.9,382.2,276.5,806.1,92.4,325.5,780.2,89.8,0,NONE
3.136,RUNNING,true,1.000,true,true,243.2,853.1,394.9,275.3,807.8,117.2,322.5,781.7,93.1,0,NONE
3.152,RUNNING,true,1.000,true,true,244.5,859.6,419.7,274.1,809.9,142.0,319.4,783.2,96.3,0,NONE
3.168,RUNNING,true,1.000,true,true,245.0,866.0,215.9,272.4,812.7,200.6,316.6,784.6,71.9,0,NONE
3.184,RUNNING,true,1.000,true,true,241.9,869.7,240.7,270.3,816.1,225.4,314.1,785.8,75.2,0,NONE
3.200,RUNNING,true,1.000,true,true,238.8,873.8,265.5,268.2,819.9,250.2,311.6,787.0,78.4,0,NONE
3.216,RUNNING,true,1.000,true,true,235.6,878.3,290.3,266.1,824.2,275.0,308.9,788.3,81.6,0,NONE
3.232,RUNNING,true,1.000,true,true,232.5,883.1,315.1,264.0,828.8,299.8,306.1,789.6,84.9,0,NONE
3.248,RUNNING,true,1.000,true,true,229.4,888.4,339.9,261.9,833.8,324.6,303.2,791.0,88.1,0,NONE
3.264,RUNNING,true,1.000,true,true,226.3,894.1,364.7,259.6,839.1,309.8,300.5,791.3,19.0,0,NONE
3.280,RUNNING,true,1.000,true,true,223.1,900.1,389.5,256.8,844.2,334.6,297.7,791.8,43.8,0,NONE
3.296,RUNNING,true,1.000,true,true,220.0,906.6,414.3,253.9,849.8,349.9,294.9,792.8,68.6,0,NONE
3.312,RUNNING,true,1.000,true,true,216.9,913.4,439.1,250.7,855.6,367.0,292.2,794.0,78.1,0,NONE
3.328,RUNNING,true,1.000,true,true,213.8,920.7,463.9,247.5,861.6,384.0,289.4,795.4,99.2,0,NONE
3.344,RUNNING,true,1.000,true,true,210.6,928.3,488.7,244.1,867.9,401.1,286.5,797.2,123.3,0,NONE
3.360,RUNNING,true,1.000,true,true,207.0,935.9,458.2,240.5,874.5,418.1,283.7,799.4,148.1,0,NONE
3.376,RUNNING,true,1.000,true,true,202.8,943.5,483.0,236.8,881.3,435.2,280.9,802.0,172.9,0,NONE
3.392,RUNNING,true,1.000,true,true,198.6,951.4,499.5,232.9,888.4,452.3,278.1,805.0,197.7,0,NONE
3.408,RUNNING,true,1.000,true,true,194.2,959.6,516.6,228.9,895.8,469.3,275.2,808.4,222.5,0,NONE
3.424,RUNNING,true,1.000,true,true,189.6,968.0,533.6,224.7,903.5,486.4,272.4,812.2,247.3,0,NONE
3.440,RUNNING,true,1.000,true,true,184.9,976.7,550.7,220.4,911.4,503.4,269.6,816.3,272.1,0,NONE
3.456,RUNNING,true,1.000,true,true,180.1,985.7,567.8,215.9,919.7,520.5,266.8,820.9,296.9,0,NONE
3.472,RUNNING,true,1.000,true,true,175.0,994.9,584.8,211.3,928.1,537.6,263.9,825.9,321.7,0,NONE
3.488,RUNNING,true,1.000,true,true,169.9,1004.4,602.9,206.6,936.9,554.6,261.1,831.3,346.5,0,NONE
3.504,RUNNING,true,1.000,true,true,164.6,1014.3,627.7,201.7,945.9,571.7,258.3,837.0,371.3,0,NONE
3.520,RUNNING,true,1.000,true,true,159.4,1024.6,652.5,196.6,955.2,588.8,255.5,843.2,396.1,0,NONE
3.536,RUNNING,true,1.000,true,true,153.6,1035.6,-666.2,191.4,964.8,605.8,252.6,849.8,420.9,0,NONE
3.552,RUNNING,true,1.000,true,true,165.7,1027.1,-50.4,186.0,974.7,622.9,249.8,856.7,445.7,0,NONE
3.568,RUNNING,true,1.000,true,true,159.1,1030.6,452.9,182.3,980.8,165.3,246.3,863.5,420.9,0,NONE
3.584,RUNNING,true,1.000,true,true,159.8,1031.5,284.5,180.0,983.7,-751.4,242.5,870.4,445.7,0,NONE
3.600,RUNNING,true,1.000,true,true,170.0,1036.3,309.3,184.2,971.9,-726.6,238.7,877.7,459.1,0,NONE
3.616,RUNNING,true,1.000,true,true,173.3,1044.0,499.1,188.3,960.5,-701.8,234.6,885.2,476.2,0,NONE
3.632,RUNNING,true,1.000,true,true,176.0,1052.2,523.9,192.4,949.5,-677.0,230.4,893.0,493.3,0,NONE
3.648,RUNNING,true,1.000,true,true,178.7,1060.8,548.7,195.1,940.8,167.8,227.2,899.0,-368.0,0,NONE
3.664,RUNNING,true,1.000,true,true,181.4,1069.8,573.5,189.2,943.7,192.6,229.7,893.3,-343.2,0,NONE
3.680,RUNNING,true,1.000,true,true,184.0,1079.2,598.3,183.3,947.0,217.4,232.2,888.0,-318.4,0,NONE
3.696,RUNNING,true,1.000,true,true,194.6,1076.8,-650.7,177.5,950.7,242.2,234.7,883.2,-293.6,0,NONE
3.712,RUNNING,true,1.000,true,true,211.3,1066.6,-625.8,171.6,954.8,267.0,237.2,878.7,-268.8,0,NONE
3.728,RUNNING,true,1.000,true,true,227.9,1056.8,-600.9,165.7,959.3,291.8,239.7,874.6,-244.0,0,NONE
3.744,RUNNING,true,1.000,true,true,244.5,1047.4,-576.0,159.9,964.2,316.6,242.2,870.9,-219.2,0,NONE
3.760,RUNNING,true,1.000,true,true,261.1,1038.4,-551.1,154.0,969.5,341.4,244.3,867.5,-208.0,0,NONE
3.776,RUNNING,true,1.000,true,true,277.7,1029.8,-526.2,148.2,975.2,366.2,246.0,864.4,-186.8,0,NONE
3.792,RUNNING,true,1.000,true,true,294.3,1021.6,-501.3,142.3,981.3,391.0,247.5,861.6,-165.6,0,NONE
3.808,RUNNING,true,1.000,true,true,310.9,1013.8,-476.4,136.4,987.8,415.8,248.9,859.1,-144.3,0,NONE
3.824,RUNNING,true,1.000,true,true,327.6,1006.4,-451.5,130.6,994.6,440.6,250.0,857.0,-123.1,0,NONE
3.840,RUNNING,true,1.000,true,true,344.2,999.4,-426.6,124.7,1001.9,465.4,251.0,855.2,-101.9,0,NONE
3.856,RUNNING,true,1.000,true,true,360.8,992.8,-401.7,118.9,1009.6,490.2,251.8,853.8,-80.7,0,NONE
3.872,RUNNING,true,1.000,true,true,377.4,986.6,-376.8,113.0,1017.7,515.0,252.4,852.7,-59.4,0,NONE
3.888,RUNNING,true,1.000,true,true,394.0,980.8,-351.9,107.1,1026.1,539.8,252.8,851.9,-38.2,0,NONE
3.904,RUNNING,true,1.000,true,true,410.6,975.4,-327.0,106.8,1029.6,26.1,253.0,851.5,-17.0,0,NONE
3.920,RUNNING,true,1.000,true,true,427.2,970.4,-302.1,109.7,1030.2,50.9,253.1,851.4,3.2,0,NONE
3.936,RUNNING,true,1.000,true,true,443.9,965.8,-277.2,112.6,1031.3,75.7,252.9,851.6,20.3,0,NONE
3.952,RUNNING,true,1.000,true,true,460.5,961.6,-252.3,115.6,1032.7,100.5,252.7,852.1,37.3,0,NONE
3.968,RUNNING,true,1.000,true,true,477.1,957.8,-227.4,118.5,1034.5,125.3,252.3,852.8,54.4,0,NONE
3.984,RUNNING,true,1.000,true,true,493.7,954.4,-202.5,121.4,1036.8,150.1,251.7,853.9,71.4,0,NONE
4.000,RUNNING,true,1.000,true,true,510.3,951.4,-177.6,124.4,1039.4,174.9,251.0,855.2,88.5,0,NONE
4.016,RUNNING,true,1.000,true,true,526.9,948.8,-152.6,127.3,1042.4,199.7,250.1,856.7,105.6,0,NONE
4.032,RUNNING,true,1.000,true,true,543.5,946.5,-127.7,130.2,1045.8,224.5,249.1,858.6,122.6,0,NONE
4.048,RUNNING,true,1.000,true,true,560.2,944.7,-102.8,153.3,1036.7,249.3,248.0,860.7,139.7,0,NONE
4.064,RUNNING,true,1.000,true,true,576.8,943.3,-77.9,156.3,1040.9,274.1,246.7,863.1,156.8,0,NONE
4.080,RUNNING,true,1.000,true,true,593.4,942.3,-53.0,161.4,1043.2,-663.1,245.2,865.8,173.8,0,NONE
4.096,RUNNING,true,1.000,true,true,610.0,941.6,-28.1,168.9,1038.5,165.5,243.6,868.7,190.9,0,NONE
4.112,RUNNING,true,1.000,true,true,626.6,941.4,-3.2,164.7,1041.4,190.3,241.9,871.9,207.9,0,NONE
4.128,RUNNING,true,1.000,true,true,643.2,941.6,21.7,159.7,1045.1,-666.2,240.0,875.4,225.0,0,NONE
4.144,RUNNING,true,1.000,true,true,659.8,942.2,46.6,169.8,1038.8,167.6,238.0,879.2,242.1,0,NONE
4.160,RUNNING,true,1.000,true,true,676.5,943.1,71.5,165.6,1041.7,192.4,235.8,883.2,259.1,0,NONE
4.176,RUNNING,true,1.000,true,true,693.1,944.5,96.4,161.4,1045.0,217.2,233.4,887.5,276.2,0,NONE
4.192,RUNNING,true,1.000,true,true,709.7,946.3,121.3,170.8,1039.2,171.3,230.9,892.1,293.3,0,NONE
4.208,RUNNING,true,1.000,true,true,726.3,948.4,146.2,166.7,1042.2,196.1,228.3,896.9,310.3,0,NONE
4.224,RUNNING,true,1.000,true,true,742.9,951.0,171.1,162.6,1045.6,220.9,225.5,902.0,327.4,0,NONE
4.240,RUNNING,true,1.000,true,true,759.5,954.0,196.0,172.0,1039.9,177.0,222.6,907.4,344.4,0,NONE
4.256,RUNNING,true,1.000,true,true,776.1,957.3,220.9,168.0,1043.0,201.8,219.5,913.1,361.5,0,NONE
4.272,RUNNING,true,1.000,true,true,792.8,961.1,245.8,164.0,1046.4,226.6,216.3,919.0,378.6,0,NONE
4.288,RUNNING,true,1.000,true,true,809.4,965.2,270.7,172.2,1041.7,-650.7,212.9,925.3,395.6,0,NONE
4.304,RUNNING,true,1.000,true,true,826.0,969.8,295.6,169.7,1044.1,209.9,209.4,931.7,412.7,0,NONE
4.320,RUNNING,true,1.000,true,true,842.6,974.7,320.5,165.9,1047.6,234.7,205.7,938.5,429.7,0,NONE
4.336,RUNNING,true,1.000,true,true,859.2,980.1,345.4,169.3,1046.4,-656.9,201.9,945.5,446.8,0,NONE
4.352,RUNNING,true,1.000,true,true,875.8,985.8,370.3,172.5,1045.2,218.1,197.9,952.8,463.9,0,NONE
4.368,RUNNING,true,1.000,true,true,892.5,992.0,395.2,168.9,1048.9,242.9,193.8,960.4,480.9,0,NONE
4.384,RUNNING,true,1.000,true,true,904.9,996.9,-1.6,164.9,1053.3,-666.2,189.5,968.3,498.0,0,NONE
4.400,RUNNING,true,1.000,true,true,904.0,997.1,23.2,176.7,1046.5,259.6,185.1,976.4,515.1,0,NONE
4.416,RUNNING,true,1.000,true,true,903.2,997.7,48.0,174.2,1050.8,284.4,180.5,984.8,532.1,0,NONE
4.432,RUNNING,true,1.000,true,true,902.3,998.7,72.8,171.7,1055.6,309.2,175.8,993.5,549.2,0,NONE
4.448,RUNNING,true,1.000,true,true,901.5,1000.1,97.6,173.3,1057.2,-660.0,171.0,1002.4,566.2,0,NONE
4.464,RUNNING,true,1.000,true,true,900.6,1001.9,122.4,191.5,1057.1,182.7,164.4,1001.5,-227.8,0,NONE
4.480,RUNNING,true,1.000,true,true,899.8,1004.1,147.2,210.2,1060.2,207.6,157.4,998.0,-203.0,0,NONE
4.496,RUNNING,true,1.000,true,true,898.9,1006.7,172.0,228.8,1063.8,232.5,150.5,995.0,-178.2,0,NONE
4.512,RUNNING,true,1.000,true,true,898.1,1009.6,196.8,247.5,1067.7,257.4,143.5,992.4,-153.4,0,NONE
4.528,RUNNING,true,1.000,true,true,897.2,1013.0,221.6,266.2,1072.1,282.3,136.5,990.2,-128.6,0,NONE
4.544,RUNNING,true,1.000,true,true,896.3,1016.8,246.4,284.8,1076.8,307.2,129.5,988.3,-103.8,0,NONE
4.560,RUNNING,true,1.000,true,true,895.5,1020.9,271.2,303.5,1082.0,332.1,122.5,986.9,-79.0,0,NONE
4.576,RUNNING,true,1.000,true,true,894.6,1025.5,296.0,322.1,1087.5,357.0,115.5,985.9,-54.2,0,NONE
4.592,RUNNING,true,1.000,true,true,893.8,1030.5,320.8,340.8,1093.4,381.9,108.6,985.2,-29.4,0,NONE
4.608,RUNNING,true,1.000,true,true,892.9,1035.8,345.6,359.4,1099.8,406.8,106.0,985.0,9.3,0,NONE
4.624,RUNNING,true,1.000,true,true,892.1,1041.6,370.4,378.1,1106.5,431.7,109.5,985.4,34.1,0,NONE
4.640,RUNNING,true,1.000,true,true,891.2,1047.7,395.2,396.7,1113.6,456.6,113.0,986.2,58.9,0,NONE
4.656,RUNNING,true,1.000,true,true,890.4,1054.3,420.0,415.4,1121.2,481.5,116.5,987.4,83.7,0,NONE
4.672,RUNNING,true,1.000,true,true,889.5,1061.2,444.8,434.0,1129.1,506.4,120.0,988.9,108.5,0,NONE
4.688,RUNNING,true,1.000,true,true,888.7,1068.6,469.6,452.7,1137.4,531.3,123.5,990.9,133.3,0,NONE
4.704,RUNNING,true,1.000,true,true,887.8,1076.3,494.4,471.3,1146.1,556.2,127.0,993.2,158.1,0,NONE
4.720,RUNNING,true,1.000,true,true,887.0,1084.4,519.2,490.0,1155.3,581.1,130.4,996.0,182.9,0,NONE
4.736,RUNNING,true,1.000,true,true,886.1,1093.0,544.0,508.6,1164.8,606.0,133.9,999.1,207.7,0,NONE
4.752,RUNNING,true,1.000,true,true,885.3,1101.9,568.8,527.3,1174.7,630.9,137.4,1002.7,232.5,0,NONE
4.768,RUNNING,true,1.000,true,true,884.4,1111.2,593.6,546.0,1185.0,655.8,140.9,1006.6,257.3,0,NONE
4.784,RUNNING,true,1.000,true,true,883.5,1120.9,618.4,564.6,1195.7,680.7,144.4,1011.0,282.1,0,NONE
4.800,RUNNING,true,1.000,true,true,882.7,1131.0,643.2,583.3,1206.9,705.6,147.9,1015.7,306.9,0,NONE
4.816,RUNNING,true,1.000,true,true,881.8,1141.6,668.0,601.9,1218.4,730.5,151.4,1020.8,331.7,0,NONE
4.832,RUNNING,true,1.000,true,true,881.0,1152.5,692.8,620.6,1230.3,755.4,154.9,1026.4,356.5,0,NONE
4.848,RUNNING,true,1.000,true,true,880.1,1163.8,717.6,639.2,1242.6,780.3,158.4,1032.3,381.3,0,NONE
4.864,RUNNING,true,1.000,true,true,879.3,1175.5,742.4,657.9,1255.3,805.2,161.9,1038.6,406.1,0,NONE
4.880,RUNNING,true,1.000,true,true,878.4,1187.6,767.2,676.5,1268.4,830.1,165.4,1045.3,430.9,0,NONE
4.896,RUNNING,true,1.000,true,true,877.6,1200.1,792.0,695.2,1281.9,855.0,168.8,1052.5,455.7,0,NONE
4.912,RUNNING,true,1.000,true,true,876.7,1213.0,816.8,713.8,1295.8,879.9,172.3,1060.0,480.5,0,NONE
4.928,RUNNING,true,1.000,true,true,875.9,1226.3,841.6,732.3,1308.9,406.1,175.8,1067.9,505.3,1,NONE
4.944,RUNNING,true,1.000,true,true,875.0,1240.0,866.4,749.6,1315.6,431.0,188.4,1062.5,-647.6,2,NONE
4.960,RUNNING,true,1.000,true,true,874.2,1254.0,883.4,766.8,1322.6,420.3,204.8,1054.1,69.6,2,NONE
4.976,RUNNING,true,1.000,true,true,873.3,1268.2,877.1,783.5,1329.1,404.3,220.1,1055.5,94.4,2,NONE
4.992,RUNNING,true,1.000,true,true,872.5,1282.2,871.0,799.4,1335.3,388.8,235.3,1057.2,119.2,2,NONE
5.008,RUNNING,true,1.000,true,true,871.7,1296.2,865.1,814.8,1341.4,373.8,250.5,1059.3,144.0,2,NONE
5.024,RUNNING,true,1.000,true,true,871.0,1310.0,859.5,829.5,1347.2,137.7,265.8,1061.8,168.8,2,NONE
5.040,RUNNING,true,1.000,true,true,878.3,1316.5,268.8,832.6,1347.6,-15.7,281.0,1064.8,193.6,2,NONE
5.056,RUNNING,true,1.000,true,true,887.9,1321.0,283.8,832.7,1347.6,9.2,296.3,1068.1,218.4,2,NONE
5.072,RUNNING,true,1.000,true,true,897.1,1325.7,298.3,832.7,1347.8,0.0,311.5,1071.8,243.2,2,NONE
5.088,RUNNING,true,1.000,true,true,901.2,1328.0,-3.8,832.7,1347.9,0.0,326.8,1075.9,268.0,2,NONE
5.104,RUNNING,true,1.000,true,true,900.8,1328.1,21.0,832.8,1347.9,0.0,342.0,1080.4,292.8,2,NONE
5.120,RUNNING,true,1.000,true,true,900.4,1328.7,44.9,832.8,1347.9,0.0,357.2,1085.3,317.6,2,NONE
5.136,RUNNING,true,1.000,true,true,900.0,1329.6,68.0,832.8,1347.9,0.0,372.5,1090.6,342.5,2,NONE
5.152,RUNNING,true,1.000,true,true,899.6,1330.8,58.8,832.8,1347.9,0.0,387.7,1096.4,367.4,2,NONE
5.168,RUNNING,true,1.000,true,true,899.0,1331.9,66.3,832.8,1347.9,0.0,403.0,1102.5,392.3,2,NONE
5.184,RUNNING,true,1.000,true,true,898.3,1333.0,73.5,832.8,1347.9,0.0,418.2,1109.0,417.2,2,NONE
5.200,RUNNING,true,1.000,true,true,897.5,1334.3,80.5,832.8,1347.9,0.0,433.4,1115.9,442.1,2,NONE
5.216,RUNNING,true,1.000,true,true,896.7,1335.7,87.2,832.8,1347.9,0.0,448.7,1123.2,467.0,2,NONE
5.232,RUNNING,true,1.000,true,true,895.8,1337.2,93.7,832.8,1347.9,0.0,463.9,1130.9,491.9,2,NONE
5.248,RUNNING,true,1.000,true,true,894.8,1338.7,100.0,832.8,1347.9,0.0,479.2,1138.9,516.8,2,NONE
5.264,RUNNING,true,1.000,true,true,893.8,1340.4,105.7,832.9,1347.9,0.0,494.4,1147.4,541.7,2,NONE
5.280,RUNNING,true,1.000,true,true,892.7,1342.2,111.0,832.9,1347.9,0.0,509.7,1156.3,566.7,2,NONE
5.296,RUNNING,true,1.000,true,true,891.5,1344.0,116.1,832.9,1347.9,0.0,524.9,1165.6,591.6,2,NONE
5.312,RUNNING,true,1.000,true,true,890.4,1346.0,121.0,832.9,1347.9,0.0,540.1,1175.3,616.5,2,NONE
5.328,RUNNING,true,1.000,true,true,889.1,1348.0,125.8,832.9,1347.9,0.0,555.4,1185.4,641.4,2,NONE
5.344,RUNNING,true,1.000,true,true,887.8,1350.0,130.4,832.9,1347.9,0.0,570.6,1195.9,666.3,2,NONE
5.360,RUNNING,true,1.000,true,true,886.5,1352.2,134.8,832.9,1347.9,0.0,585.9,1206.8,691.2,2,NONE
5.376,RUNNING,true,1.000,true,true,885.1,1354.4,139.1,832.9,1347.9,0.0,601.1,1218.1,716.1,2,NONE
5.392,RUNNING,true,1.000,true,true,883.9,1356.4,93.1,832.6,1347.9,-7.7,616.3,1229.7,741.0,2,NONE
5.408,RUNNING,true,1.000,true,true,883.3,1357.3,0.0,832.1,1347.8,-4.5,631.6,1241.8,765.9,2,NONE
5.424,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,831.9,1347.7,0.0,646.8,1254.3,790.8,2,NONE
5.440,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,831.9,1347.7,0.0,662.1,1267.2,815.7,2,NONE
5.456,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,831.9,1347.7,0.0,677.3,1280.4,840.6,2,NONE
5.472,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,831.9,1347.7,0.0,692.4,1293.3,313.3,2,NONE
5.488,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,831.9,1347.7,0.0,706.2,1298.5,338.1,2,NONE
5.504,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,831.9,1347.7,0.0,720.0,1304.1,362.9,2,NONE
5.520,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,831.9,1347.7,0.0,733.6,1309.6,334.4,3,NONE
5.536,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,832.0,1347.7,0.0,747.2,1315.0,332.6,3,NONE
5.552,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,832.0,1347.7,0.0,760.7,1320.3,328.0,3,NONE
5.568,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,832.0,1347.7,0.0,773.9,1325.4,314.9,3,NONE
5.584,RUNNING,true,1.000,true,true,883.8,1357.2,11.3,832.8,1347.9,30.3,784.6,1329.6,9.5,3,NONE
5.600,RUNNING,true,1.000,true,true,883.7,1356.8,2.3,832.7,1347.9,-0.0,784.2,1329.5,-0.2,3,NONE
5.616,RUNNING,true,1.000,true,true,883.7,1356.8,3.0,832.6,1347.9,-0.0,784.1,1329.5,-0.2,3,NONE
5.632,RUNNING,true,1.000,true,true,883.7,1356.8,3.0,832.6,1347.8,-0.0,784.0,1329.4,-0.2,3,NONE
5.648,RUNNING,true,1.000,true,true,883.6,1356.9,3.0,832.5,1347.8,-0.0,784.0,1329.4,-0.2,3,NONE
5.664,RUNNING,true,1.000,true,true,883.6,1356.9,3.1,832.5,1347.8,-0.0,784.0,1329.4,-0.2,3,NONE
5.680,RUNNING,true,1.000,true,true,883.6,1357.0,3.1,832.5,1347.8,-0.0,783.9,1329.4,-0.2,3,NONE
5.696,RUNNING,true,1.000,true,true,883.5,1357.1,3.1,832.5,1347.8,-0.0,783.9,1329.4,-0.2,3,NONE
5.712,RUNNING,true,1.000,true,true,883.5,1357.1,3.1,832.4,1347.8,-0.0,783.9,1329.4,-0.2,3,NONE
5.728,RUNNING,true,1.000,true,true,883.4,1357.2,3.1,832.4,1347.8,-0.0,783.9,1329.4,-0.2,3,NONE
5.744,RUNNING,true,1.000,true,true,883.4,1357.3,3.1,832.4,1347.8,-0.0,783.9,1329.4,-0.2,3,NONE
5.760,RUNNING,true,1.000,true,true,883.4,1357.3,0.0,832.4,1347.8,0.0,783.8,1329.3,0.0,3,NONE
5.776,RUNNING,true,1.000,true,true,883.4,1357.3,0.0,832.3,1347.8,0.0,783.8,1329.3,0.0,3,NONE
5.792,RUNNING,true,1.000,true,true,883.4,1357.3,0.0,832.3,1347.8,0.0,783.8,1329.3,0.0,3,NONE
5.808,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,832.3,1347.8,0.0,783.8,1329.3,0.0,3,NONE
5.824,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,832.3,1347.8,0.0,783.8,1329.3,0.0,3,NONE
5.840,RUNNING,true,1.000,true,true,883.3,1357.4,0.0,832.3,1347.8,0.0,783.8,1329.3,0.0,3,NONE
